"Run","AvgSpotLen","Bases","BioSample","Experiment","GEO_Accession..exp.","Instrument","libType","ReleaseDate","Sample.Name","SRA.Study","BioProject","sex","stage","strain","genotype","target","antibody","replicate","Input_or_IP","matchedInputs","mergeInputs","matchedIPs","mergeIPs","basename"
"SRR849731",32,192738400,"SAMN02141901","SRX277055","GSM1138398","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138398","SRP022323","PRJNA63455","herm","L3","OP318","unc-119(ed3); wgIs318(nhr-12::TY1 EGFP FLAG;unc-119(+))","NHR-12","GFP","rep1","ChIP","SRR849729",FALSE,NA,FALSE,"SRR849731_L3_herm_NHR-12_ChIP_rep1"
"SRR849732",32,165671392,"SAMN02141902","SRX277056","GSM1138399","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138399","SRP022323","PRJNA63455","herm","L3","OP318","unc-119(ed3); wgIs318(nhr-12::TY1 EGFP FLAG;unc-119(+))","NHR-12","GFP","rep2","ChIP","SRR849730",FALSE,NA,FALSE,"SRR849732_L3_herm_NHR-12_ChIP_rep2"
"SRR849745",32,166358528,"SAMN02141878","SRX277069","GSM1138436","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138436","SRP022327","PRJNA63455","herm","L3","OP241","unc119(ed3);wgIs241(ceh-38::TY1 EGFP FLAG;unc119)","CEH-28","GFP","rep1","Input",NA,FALSE,"SRR849747",FALSE,"SRR849745_L3_herm_CEH-28_Input_rep1"
"SRR849746",32,165343136,"SAMN02141879","SRX277070","GSM1138437","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138437","SRP022327","PRJNA63455","herm","L3","OP241","unc119(ed3);wgIs241(ceh-38::TY1 EGFP FLAG;unc119)","CEH-28","GFP","rep2","Input",NA,FALSE,"SRR849748",FALSE,"SRR849746_L3_herm_CEH-28_Input_rep2"
"SRR849747",32,272994816,"SAMN02141880","SRX277071","GSM1138438","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138438","SRP022327","PRJNA63455","herm","L3","OP241","unc119(ed3);wgIs241(ceh-38::TY1 EGFP FLAG;unc119)","CEH-28","GFP","rep1","ChIP","SRR849745",FALSE,NA,FALSE,"SRR849747_L3_herm_CEH-28_ChIP_rep1"
"SRR849748",32,267862528,"SAMN02141881","SRX277072","GSM1138439","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1138439","SRP022327","PRJNA63455","herm","L3","OP241","unc119(ed3);wgIs241(ceh-38::TY1 EGFP FLAG;unc119)","CEH-28","GFP","rep2","ChIP","SRR849746",FALSE,NA,FALSE,"SRR849748_L3_herm_CEH-28_ChIP_rep2"
"SRR190662",37,1729959457,"SAMN00261240","SRX059222","GSM706166","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM706166","SRP006491","PRJNA63461","herm","L3","N2","wild-type","Input",NA,"rep2","Input",NA,FALSE,"SRR190694;SRR190695;SRR190704;SRR190705;SRR190713;SRR190714",FALSE,"SRR190662_L3_herm_Input_Input_rep2"
"SRR190676",36,703999980,"SAMN00261255","SRX059236","GSM706167","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM706167","SRP006497","PRJNA63461","herm","L3","N2","wild-type","Input",NA,"rep3","Input",NA,FALSE,"SRR190694;SRR190695;SRR190704;SRR190705;SRR190713;SRR190714",FALSE,"SRR190676_L3_herm_Input_Input_rep3"
"SRR190694",36,417340404,"SAMN00261273","SRX059254","GSM713151","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713151","SRP006504","PRJNA63455","herm","L3","N2","wild-type","H3K4me3","WA30534819 H3K4me3","rep1","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190694_L3_herm_H3K4me3_ChIP_rep1"
"SRR190695",36,932078304,"SAMN00261274","SRX059255","GSM713152","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713152","SRP006504","PRJNA63455","herm","L3","N2","wild-type","H3K4me3","WA30534819 H3K4me3","rep2","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190695_L3_herm_H3K4me3_ChIP_rep2"
"SRR190704",36,693121464,"SAMN00261283","SRX059264","GSM713168","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713168","SRP006507","PRJNA63455","herm","L3","N2","wild-type","H3K9ac","WA30932379 H3K9ac","rep1","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190704_L3_herm_H3K9ac_ChIP_rep1"
"SRR190705",36,830522160,"SAMN00261284","SRX059265","GSM713169","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713169","SRP006507","PRJNA63455","herm","L3","N2","wild-type","H3K9ac","WA30932379 H3K9ac","rep2","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190705_L3_herm_H3K9ac_ChIP_rep2"
"SRR190713",36,756216648,"SAMN00261292","SRX059273","GSM713176","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713176","SRP006511","PRJNA63455","herm","L3","N2","wild-type","H3K4me3","WA30534819 H3K4me3","rep3","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190713_L3_herm_H3K4me3_ChIP_rep3"
"SRR190714",36,585537336,"SAMN00261293","SRX059274","GSM713177","Illumina Genome Analyzer II","SINGLE","2011-05-03T00:00:00Z","GSM713177","SRP006511","PRJNA63455","herm","L3","N2","wild-type","H3K4me3","WA30534819 H3K4me3","rep4","ChIP","SRR192330;SRR190662;SRR190676",TRUE,NA,FALSE,"SRR190714_L3_herm_H3K4me3_ChIP_rep4"
"SRR701502",32,192608672,"SAMN01919364","SRX233447","GSM1076661","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076661","SRP018542","","herm","L3","OP218","unc-119(ed3); wgIs218(R02D3.7:TY1 EGFP FLAG; unc-119)","R02D3.7","GFP","rep1","Input",NA,FALSE,"SRR701504",FALSE,"SRR701502_L3_herm_R02D3.7_Input_rep1"
"SRR701503",32,177145984,"SAMN01919365","SRX233448","GSM1076662","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076662","SRP018542","","herm","L3","OP218","unc-119(ed3); wgIs218(R02D3.7:TY1 EGFP FLAG; unc-119)","R02D3.7","GFP","rep2","Input",NA,FALSE,"SRR701505",FALSE,"SRR701503_L3_herm_R02D3.7_Input_rep2"
"SRR701504",32,183215744,"SAMN01919366","SRX233449","GSM1076663","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076663","SRP018542","","herm","L3","OP218","unc-119(ed3); wgIs218(R02D3.7:TY1 EGFP FLAG; unc-119)","R02D3.7","GFP","rep1","ChIP","SRR701502",FALSE,NA,FALSE,"SRR701504_L3_herm_R02D3.7_ChIP_rep1"
"SRR701505",32,268174624,"SAMN01919367","SRX233450","GSM1076664","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076664","SRP018542","","herm","L3","OP218","unc-119(ed3); wgIs218(R02D3.7:TY1 EGFP FLAG; unc-119)","R02D3.7","GFP","rep2","ChIP","SRR701503",FALSE,NA,FALSE,"SRR701505_L3_herm_R02D3.7_ChIP_rep2"
"SRR1159142",37,1729959457,"SAMN02315198","SRX463080","GSM1206280","Illumina Genome Analyzer","SINGLE","2014-02-06T00:00:00Z","GSM1206280","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HTZ-1","JA00001","rep1","Input",NA,FALSE,"SRR1159144",FALSE,"SRR1159142_L3_herm-male_HTZ-1_Input_rep1"
"SRR1159143",36,703999980,"SAMN02315203","SRX463081","GSM1206281","Illumina Genome Analyzer","SINGLE","2014-02-04T00:00:00Z","GSM1206281","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HTZ-1","JA00001","rep2","Input",NA,FALSE,"SRR1159145",FALSE,"SRR1159143_L3_herm-male_HTZ-1_Input_rep2"
"SRR1159144",35,301099540,"SAMN02315200","SRX463082","GSM1206282","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206282","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HTZ-1","JA00001","rep1","ChIP","SRR1159142",FALSE,NA,FALSE,"SRR1159144_L3_herm-male_HTZ-1_ChIP_rep1"
"SRR1159145",36,977986404,"SAMN02315201","SRX463083","GSM1206283","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206283","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HTZ-1","JA00001","rep2","ChIP","SRR1159143",FALSE,NA,FALSE,"SRR1159145_L3_herm-male_HTZ-1_ChIP_rep2"
"SRR1163521",50,279773950,"SAMN02315199","SRX466455","GSM1206284","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206284","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me3","AB2621","rep1","Input",NA,FALSE,"SRR1163523",FALSE,"SRR1163521_L3_herm-male_H3K79me3_Input_rep1"
"SRR1163522",50,126677150,"SAMN02315202","SRX466456","GSM1206285","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206285","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me3","AB2621","rep2","Input",NA,FALSE,"SRR1163524",FALSE,"SRR1163522_L3_herm-male_H3K79me3_Input_rep2"
"SRR1163523",50,1087411600,"SAMN02315204","SRX466457","GSM1206286","Illumina Genome Analyzer","SINGLE","2014-02-06T00:00:00Z","GSM1206286","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me3","AB2621","rep1","ChIP","SRR1163521",FALSE,NA,FALSE,"SRR1163523_L3_herm-male_H3K79me3_ChIP_rep1"
"SRR1163524",50,1714242450,"SAMN02315205","SRX466458","GSM1206287","Illumina Genome Analyzer","SINGLE","2014-02-06T00:00:00Z","GSM1206287","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me3","AB2621","rep2","ChIP","SRR1163522",FALSE,NA,FALSE,"SRR1163524_L3_herm-male_H3K79me3_ChIP_rep2"
"SRR1163525",50,126677150,"SAMN02315207","SRX466459","GSM1206288","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206288","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","AB8898","rep1","Input",NA,FALSE,"SRR1163527",FALSE,"SRR1163525_L3_herm-male_H3K9me3_Input_rep1"
"SRR1163526",50,279773950,"SAMN02315206","SRX466460","GSM1206289","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206289","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","AB8898","rep2","Input",NA,FALSE,"SRR1163528",FALSE,"SRR1163526_L3_herm-male_H3K9me3_Input_rep2"
"SRR1163527",50,1236254700,"SAMN02315209","SRX466461","GSM1206290","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206290","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","AB8898","rep1","ChIP","SRR1163525",FALSE,NA,FALSE,"SRR1163527_L3_herm-male_H3K9me3_ChIP_rep1"
"SRR1163528",50,909825650,"SAMN02315208","SRX466462","GSM1206291","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206291","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","AB8898","rep2","ChIP","SRR1163526",FALSE,NA,FALSE,"SRR1163528_L3_herm-male_H3K9me3_ChIP_rep2"
"SRR1163529",50,126677150,"SAMN02315210","SRX466463","GSM1206292","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206292","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","HK00009","rep1","Input",NA,FALSE,"SRR1163531",FALSE,"SRR1163529_L3_herm-male_H3K9me3_Input_rep1"
"SRR1163530",50,279773950,"SAMN02315212","SRX466464","GSM1206293","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206293","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","HK00009","rep2","Input",NA,FALSE,"SRR1163532",FALSE,"SRR1163530_L3_herm-male_H3K9me3_Input_rep2"
"SRR1163531",50,323839800,"SAMN02315213","SRX466465","GSM1206294","Illumina Genome Analyzer","SINGLE","2014-02-06T00:00:00Z","GSM1206294","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","HK00009","rep1","ChIP","SRR1163529",FALSE,NA,FALSE,"SRR1163531_L3_herm-male_H3K9me3_ChIP_rep1"
"SRR1163532",50,590151200,"SAMN02315211","SRX466466","GSM1206295","Illumina Genome Analyzer","SINGLE","2014-02-06T00:00:00Z","GSM1206295","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me3","HK00009","rep2","ChIP","SRR1163530",FALSE,NA,FALSE,"SRR1163532_L3_herm-male_H3K9me3_ChIP_rep2"
"SRR1163533",50,126677150,"SAMN02315218","SRX466467","GSM1206296","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206296","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me2","HK00012","rep1","Input",NA,FALSE,"SRR1163535",FALSE,"SRR1163533_L3_herm-male_H3K36me2_Input_rep1"
"SRR1163534",50,279773950,"SAMN02315216","SRX466468","GSM1206297","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206297","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me2","HK00012","rep2","Input",NA,FALSE,"SRR1163536",FALSE,"SRR1163534_L3_herm-male_H3K36me2_Input_rep2"
"SRR1163535",50,1906179800,"SAMN02315214","SRX466469","GSM1206298","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206298","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me2","HK00012","rep1","ChIP","SRR1163533",FALSE,NA,FALSE,"SRR1163535_L3_herm-male_H3K36me2_ChIP_rep1"
"SRR1163536",50,175723850,"SAMN02315215","SRX466470","GSM1206299","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206299","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me2","HK00012","rep2","ChIP","SRR1163534",FALSE,NA,FALSE,"SRR1163536_L3_herm-male_H3K36me2_ChIP_rep2"
"SRR1163537",50,126677150,"SAMN02315217","SRX466471","GSM1206300","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206300","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36ac","NB211254","rep1","Input",NA,FALSE,"SRR1163539",FALSE,"SRR1163537_L3_herm-male_H3K36ac_Input_rep1"
"SRR1163538",50,279773950,"SAMN02315219","SRX466472","GSM1206301","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206301","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36ac","NB211254","rep2","Input",NA,FALSE,"SRR1163540",FALSE,"SRR1163538_L3_herm-male_H3K36ac_Input_rep2"
"SRR1163539",50,502081150,"SAMN02315221","SRX466473","GSM1206302","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206302","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36ac","NB211254","rep1","ChIP","SRR1163537",FALSE,NA,FALSE,"SRR1163539_L3_herm-male_H3K36ac_ChIP_rep1"
"SRR1163540",50,849324000,"SAMN02315220","SRX466474","GSM1206303","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206303","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36ac","NB211254","rep2","ChIP","SRR1163538",FALSE,NA,FALSE,"SRR1163540_L3_herm-male_H3K36ac_ChIP_rep2"
"SRR1163541",50,126677150,"SAMN02315222","SRX466475","GSM1206304","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206304","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me1","UP07448","rep1","Input",NA,FALSE,"SRR1163543",FALSE,"SRR1163541_L3_herm-male_H3K27me1_Input_rep1"
"SRR1163542",50,279773950,"SAMN02315225","SRX466476","GSM1206305","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206305","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me1","UP07448","rep2","Input",NA,FALSE,"SRR1163544",FALSE,"SRR1163542_L3_herm-male_H3K27me1_Input_rep2"
"SRR1163543",50,544517250,"SAMN02315224","SRX466477","GSM1206306","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206306","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me1","UP07448","rep1","ChIP","SRR1163541",FALSE,NA,FALSE,"SRR1163543_L3_herm-male_H3K27me1_ChIP_rep1"
"SRR1163544",50,1241299300,"SAMN02315223","SRX466478","GSM1206307","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206307","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me1","UP07448","rep2","ChIP","SRR1163542",FALSE,NA,FALSE,"SRR1163544_L3_herm-male_H3K27me1_ChIP_rep2"
"SRR1163545",50,126677150,"SAMN02315226","SRX466479","GSM1206308","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206308","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me3","UP07449","rep1","Input",NA,FALSE,"SRR1163547",FALSE,"SRR1163545_L3_herm-male_H3K27me3_Input_rep1"
"SRR1163546",50,433371150,"SAMN02315227","SRX466480","GSM1206309","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206309","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me3","UP07449","rep2","Input",NA,FALSE,"SRR1163548",FALSE,"SRR1163546_L3_herm-male_H3K27me3_Input_rep2"
"SRR1163547",50,980478200,"SAMN02315300","SRX466481","GSM1206310","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206310","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me3","UP07449","rep1","ChIP","SRR1163545",FALSE,NA,FALSE,"SRR1163547_L3_herm-male_H3K27me3_ChIP_rep1"
"SRR1163548",50,691175100,"SAMN02315277","SRX466482","GSM1206311","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206311","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K27me3","UP07449","rep2","ChIP","SRR1163546",FALSE,NA,FALSE,"SRR1163548_L3_herm-male_H3K27me3_ChIP_rep2"
"SRR1163549",50,126677150,"SAMN02315290","SRX466483","GSM1206312","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206312","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K18ac","AB1191","rep1","Input",NA,FALSE,"SRR1163551",FALSE,"SRR1163549_L3_herm-male_H3K18ac_Input_rep1"
"SRR1163550",50,433371150,"SAMN02315294","SRX466484","GSM1206313","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206313","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K18ac","AB1191","rep2","Input",NA,FALSE,"SRR1163552",FALSE,"SRR1163550_L3_herm-male_H3K18ac_Input_rep2"
"SRR1163551",50,662720550,"SAMN02315296","SRX466485","GSM1206314","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206314","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K18ac","AB1191","rep1","ChIP","SRR1163549",FALSE,NA,FALSE,"SRR1163551_L3_herm-male_H3K18ac_ChIP_rep1"
"SRR1163552",50,798095100,"SAMN02315267","SRX466486","GSM1206315","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206315","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K18ac","AB1191","rep2","ChIP","SRR1163550",FALSE,NA,FALSE,"SRR1163552_L3_herm-male_H3K18ac_ChIP_rep2"
"SRR1163553",50,126677150,"SAMN02315292","SRX466487","GSM1206316","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206316","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me2","AB3594","rep1","Input",NA,FALSE,"SRR1163555",FALSE,"SRR1163553_L3_herm-male_H3K79me2_Input_rep1"
"SRR1163554",50,433371150,"SAMN02315273","SRX466488","GSM1206317","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206317","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me2","AB3594","rep2","Input",NA,FALSE,"SRR1163556",FALSE,"SRR1163554_L3_herm-male_H3K79me2_Input_rep2"
"SRR1163555",50,1749311400,"SAMN02315269","SRX466489","GSM1206318","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206318","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me2","AB3594","rep1","ChIP","SRR1163553",FALSE,NA,FALSE,"SRR1163555_L3_herm-male_H3K79me2_ChIP_rep1"
"SRR1163556",50,1565642800,"SAMN02315287","SRX466490","GSM1206319","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206319","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K79me2","AB3594","rep2","ChIP","SRR1163554",FALSE,NA,FALSE,"SRR1163556_L3_herm-male_H3K79me2_ChIP_rep2"
"SRR1163557",50,126677150,"SAMN02315271","SRX466491","GSM1206320","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206320","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me1","ab9048","rep1","Input",NA,FALSE,"SRR1163559",FALSE,"SRR1163557_L3_herm-male_H3K36me1_Input_rep1"
"SRR1163558",50,433371150,"SAMN02315279","SRX466492","GSM1206321","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206321","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me1","ab9048","rep2","Input",NA,FALSE,"SRR1163560",FALSE,"SRR1163558_L3_herm-male_H3K36me1_Input_rep2"
"SRR1163559",50,639750750,"SAMN02315272","SRX466493","GSM1206322","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206322","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me1","ab9048","rep1","ChIP","SRR1163557",FALSE,NA,FALSE,"SRR1163559_L3_herm-male_H3K36me1_ChIP_rep1"
"SRR1163560",50,267464000,"SAMN02315275","SRX466494","GSM1206323","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206323","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K36me1","ab9048","rep2","ChIP","SRR1163558",FALSE,NA,FALSE,"SRR1163560_L3_herm-male_H3K36me1_ChIP_rep2"
"SRR1163561",50,126677150,"SAMN02315274","SRX466495","GSM1206324","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206324","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me2","HK00008","rep1","Input",NA,FALSE,"SRR1163563",FALSE,"SRR1163561_L3_herm-male_H3K9me2_Input_rep1"
"SRR1163562",50,279773950,"SAMN02315276","SRX466496","GSM1206325","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206325","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me2","HK00008","rep2","Input",NA,FALSE,"SRR1163564",FALSE,"SRR1163562_L3_herm-male_H3K9me2_Input_rep2"
"SRR1163563",50,1599504250,"SAMN02315278","SRX466497","GSM1206326","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206326","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me2","HK00008","rep1","ChIP","SRR1163561",FALSE,NA,FALSE,"SRR1163563_L3_herm-male_H3K9me2_ChIP_rep1"
"SRR1163564",50,1704009800,"SAMN02315283","SRX466498","GSM1206327","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1206327","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me2","HK00008","rep2","ChIP","SRR1163562",FALSE,NA,FALSE,"SRR1163564_L3_herm-male_H3K9me2_ChIP_rep2"
"SRR1163643",36,571098600,"SAMN02315266","SRX466577","GSM1206406","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206406","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HPL-2","SDQ2340","rep1","Input",NA,FALSE,"SRR1163645",FALSE,"SRR1163643_L3_herm-male_HPL-2_Input_rep1"
"SRR1163644",50,656489400,"SAMN02315260","SRX466578","GSM1206407","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206407","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HPL-2","SDQ2340","rep2","Input",NA,FALSE,"SRR1163646",FALSE,"SRR1163644_L3_herm-male_HPL-2_Input_rep2"
"SRR1163645",36,1276487064,"SAMN02315259","SRX466579","GSM1206408","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206408","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HPL-2","SDQ2340","rep1","ChIP","SRR1163643",FALSE,NA,FALSE,"SRR1163645_L3_herm-male_HPL-2_ChIP_rep1"
