"Run","AvgSpotLen","Bases","BioSample","Experiment","GEO_Accession..exp.","Instrument","libType","ReleaseDate","Sample.Name","SRA.Study","BioProject","sex","stage","strain","genotype","target","antibody","replicate","Input_or_IP","matchedInputs","mergeInputs","matchedIPs","mergeIPs","basename"
"SRR1163646",28,287726404,"SAMN02315268","SRX466580","GSM1206409","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1206409","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HPL-2","SDQ2340","rep2","ChIP","SRR1163644",FALSE,NA,FALSE,"SRR1163646_L3_herm-male_HPL-2_ChIP_rep2"
"SRR707558",32,217839968,"SAMN01919559","SRX234914","GSM1076673","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076673","SRP018559","","herm","L3","OP355","unc-119(ed3) III; wgIs355(ZK377.2::TY1 EGFP FLAG; unc-119(+))","ZK377.2","GFP","rep1","Input",NA,FALSE,"SRR707560",FALSE,"SRR707558_L3_herm_ZK377.2_Input_rep1"
"SRR707559",32,238934208,"SAMN01919560","SRX234915","GSM1076674","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076674","SRP018559","","herm","L3","OP355","unc-119(ed3) III; wgIs355(ZK377.2::TY1 EGFP FLAG; unc-119(+))","ZK377.2","GFP","rep2","Input",NA,FALSE,"SRR707561",FALSE,"SRR707559_L3_herm_ZK377.2_Input_rep2"
"SRR707560",32,42188032,"SAMN01919561","SRX234916","GSM1076675","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076675","SRP018559","","herm","L3","OP355","unc-119(ed3) III; wgIs355(ZK377.2::TY1 EGFP FLAG; unc-119(+))","ZK377.2","GFP","rep1","ChIP","SRR707558",FALSE,NA,FALSE,"SRR707560_L3_herm_ZK377.2_ChIP_rep1"
"SRR707561",32,163036704,"SAMN01919562","SRX234917","GSM1076676","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1076676","SRP018559","","herm","L3","OP355","unc-119(ed3) III; wgIs355(ZK377.2::TY1 EGFP FLAG; unc-119(+))","ZK377.2","GFP","rep2","ChIP","SRR707559",FALSE,NA,FALSE,"SRR707561_L3_herm_ZK377.2_ChIP_rep2"
"SRR1265810",36,353061036,"SAMN02264716","SRX529206","GSM1195383","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195383","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3","AR0144","rep1","Input",NA,FALSE,"SRR1265812",FALSE,"SRR1265810_L3_herm-male_H3_Input_rep1"
"SRR1265811",42,834726942,"SAMN02264718","SRX529207","GSM1195384","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195384","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3","AR0144","rep2","Input",NA,FALSE,"SRR1265813",FALSE,"SRR1265811_L3_herm-male_H3_Input_rep2"
"SRR1265812",42,803923890,"SAMN02264717","SRX529208","GSM1195385","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195385","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3","AR0144","rep1","ChIP","SRR1265810",FALSE,NA,FALSE,"SRR1265812_L3_herm-male_H3_ChIP_rep1"
"SRR1265813",42,854019810,"SAMN02264720","SRX529209","GSM1195386","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195386","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3","AR0144","rep2","ChIP","SRR1265811",FALSE,NA,FALSE,"SRR1265813_L3_herm-male_H3_ChIP_rep2"
"SRR1265814",36,703999980,"SAMN02264719","SRX529210","GSM1195387","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1195387","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9ac","WA30932379","rep1","Input",NA,FALSE,"SRR1265816",FALSE,"SRR1265814_L3_herm-male_H3K9ac_Input_rep1"
"SRR1265815",42,809087454,"SAMN02264722","SRX529211","GSM1195388","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195388","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9ac","WA30932379","rep2","Input",NA,FALSE,"SRR1265817",FALSE,"SRR1265815_L3_herm-male_H3K9ac_Input_rep2"
"SRR1265816",36,830522160,"SAMN02264723","SRX529212","GSM1195389","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195389","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9ac","WA30932379","rep1","ChIP","SRR1265814",FALSE,NA,FALSE,"SRR1265816_L3_herm-male_H3K9ac_ChIP_rep1"
"SRR1265817",36,693121464,"SAMN02264724","SRX529213","GSM1195390","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195390","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9ac","WA30932379","rep2","ChIP","SRR1265815",FALSE,NA,FALSE,"SRR1265817_L3_herm-male_H3K9ac_ChIP_rep2"
"SRR1265826",50,279773950,"SAMN02264733","SRX529222","GSM1195399","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195399","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me1","ab8896","rep1","Input",NA,FALSE,"SRR1265828",FALSE,"SRR1265826_L3_herm-male_H3K9me1_Input_rep1"
"SRR1265827",75,3005634225,"SAMN02264732","SRX529223","GSM1195400","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195400","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me1","ab8896","rep2","Input",NA,FALSE,"SRR1265829",FALSE,"SRR1265827_L3_herm-male_H3K9me1_Input_rep2"
"SRR1265828",50,435582450,"SAMN02264734","SRX529224","GSM1195401","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1195401","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me1","ab8896","rep1","ChIP","SRR1265826",FALSE,NA,FALSE,"SRR1265828_L3_herm-male_H3K9me1_ChIP_rep1"
"SRR1265829",50,1001901800,"SAMN02264736","SRX529225","GSM1195402","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1195402","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K9me1","ab8896","rep2","ChIP","SRR1265827",FALSE,NA,FALSE,"SRR1265829_L3_herm-male_H3K9me1_ChIP_rep2"
"SRR1265830",50,126677150,"SAMN02264735","SRX529226","GSM1195403","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195403","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K4me1","ab8895","rep1","Input",NA,FALSE,"SRR1265832",FALSE,"SRR1265830_L3_herm-male_H3K4me1_Input_rep1"
"SRR1265831",50,433371150,"SAMN02264737","SRX529227","GSM1195404","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1195404","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K4me1","ab8895","rep2","Input",NA,FALSE,"SRR1265833",FALSE,"SRR1265831_L3_herm-male_H3K4me1_Input_rep2"
"SRR1265832",50,702709150,"SAMN02264741","SRX529228","GSM1195405","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1195405","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K4me1","ab8895","rep1","ChIP","SRR1265830",FALSE,NA,FALSE,"SRR1265832_L3_herm-male_H3K4me1_ChIP_rep1"
"SRR1265833",50,543729200,"SAMN02264738","SRX529229","GSM1195406","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1195406","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H3K4me1","ab8895","rep2","ChIP","SRR1265831",FALSE,NA,FALSE,"SRR1265833_L3_herm-male_H3K4me1_ChIP_rep2"
"SRR1198351",36,353061036,"SAMN02338411","SRX494819","GSM1217231","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217231","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-53","SDQ2370","rep1","Input",NA,FALSE,"SRR1198353",FALSE,"SRR1198351_L3_herm-male_LIN-53_Input_rep1"
"SRR1198352",42,809087454,"SAMN02338412","SRX494820","GSM1217232","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217232","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-53","SDQ2370","rep2","Input",NA,FALSE,"SRR1198354",FALSE,"SRR1198352_L3_herm-male_LIN-53_Input_rep2"
"SRR1198353",42,708327816,"SAMN02338410","SRX494821","GSM1217233","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217233","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-53","SDQ2370","rep1","ChIP","SRR1198351",FALSE,NA,FALSE,"SRR1198353_L3_herm-male_LIN-53_ChIP_rep1"
"SRR1198354",36,596166984,"SAMN02338417","SRX494822","GSM1217234","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217234","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-53","SDQ2370","rep2","ChIP","SRR1198352",FALSE,NA,FALSE,"SRR1198354_L3_herm-male_LIN-53_ChIP_rep2"
"SRR1198368",50,279773950,"SAMN02338429","SRX494836","GSM1217251","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217251","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K20me1","SN147","rep1","Input",NA,FALSE,"SRR1198370",FALSE,"SRR1198368_L3_herm-male_H4K20me1_Input_rep1"
"SRR1198369",75,3005634225,"SAMN02338431","SRX494837","GSM1217252","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217252","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K20me1","SN147","rep2","Input",NA,FALSE,"SRR1198371",FALSE,"SRR1198369_L3_herm-male_H4K20me1_Input_rep2"
"SRR1198370",50,1679809200,"SAMN02338434","SRX494838","GSM1217253","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217253","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K20me1","SN147","rep1","ChIP","SRR1198368",FALSE,NA,FALSE,"SRR1198370_L3_herm-male_H4K20me1_ChIP_rep1"
"SRR1198371",50,1069073650,"SAMN02338432","SRX494839","GSM1217254","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217254","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K20me1","SN147","rep2","ChIP","SRR1198369",FALSE,NA,FALSE,"SRR1198371_L3_herm-male_H4K20me1_ChIP_rep2"
"SRR1198479",36,571098600,"SAMN02338570","SRX494947","GSM1217365","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217365","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HDA-1","SDQ2354","rep1","Input",NA,FALSE,"SRR1198481",FALSE,"SRR1198479_L3_herm-male_HDA-1_Input_rep1"
"SRR1198480",50,656489400,"SAMN02338575","SRX494948","GSM1217366","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217366","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HDA-1","SDQ2354","rep2","Input",NA,FALSE,"SRR1198482",FALSE,"SRR1198480_L3_herm-male_HDA-1_Input_rep2"
"SRR1198481",36,747700488,"SAMN02338583","SRX494949","GSM1217367","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217367","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HDA-1","SDQ2354","rep1","ChIP","SRR1198479",FALSE,NA,FALSE,"SRR1198481_L3_herm-male_HDA-1_ChIP_rep1"
"SRR1198482",35,908215700,"SAMN02338566","SRX494950","GSM1217368","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217368","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","HDA-1","SDQ2354","rep2","ChIP","SRR1198480",FALSE,NA,FALSE,"SRR1198482_L3_herm-male_HDA-1_ChIP_rep2"
"SRR1198483",50,656489400,"SAMN02338576","SRX494951","GSM1217369","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217369","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ3861","rep1","Input",NA,FALSE,"SRR1198484",FALSE,"SRR1198483_L3_herm-male_LET-418_Input_rep1"
"SRR1198484",35,1156677095,"SAMN02338573","SRX494952","GSM1217371","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217371","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ3861","rep1","ChIP","SRR1198483",FALSE,NA,FALSE,"SRR1198484_L3_herm-male_LET-418_ChIP_rep1"
"SRR1198486",36,124369020,"SAMN02338568","SRX494954","GSM1217373","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217373","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ2342","rep1","Input",NA,FALSE,"SRR1198488",FALSE,"SRR1198486_L3_herm-male_LET-418_Input_rep1"
"SRR1198487",36,571098600,"SAMN02338564","SRX494955","GSM1217374","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217374","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ2342","rep2","Input",NA,FALSE,"SRR1198489",FALSE,"SRR1198487_L3_herm-male_LET-418_Input_rep2"
"SRR1198488",36,959883948,"SAMN02338562","SRX494956","GSM1217375","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217375","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ2342","rep1","ChIP","SRR1198486",FALSE,NA,FALSE,"SRR1198488_L3_herm-male_LET-418_ChIP_rep1"
"SRR1198489",36,640027368,"SAMN02338569","SRX494957","GSM1217376","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217376","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LET-418","SDQ2342","rep2","ChIP","SRR1198487",FALSE,NA,FALSE,"SRR1198489_L3_herm-male_LET-418_ChIP_rep2"
"SRR1198490",50,656489400,"SAMN02338563","SRX494958","GSM1217377","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217377","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-61","HM4077","rep1","Input",NA,FALSE,"SRR1198492",FALSE,"SRR1198490_L3_herm-male_LIN-61_Input_rep1"
"SRR1198491",50,715779150,"SAMN02338561","SRX494959","GSM1217378","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217378","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-61","HM4077","rep2","Input",NA,FALSE,"SRR1198493",FALSE,"SRR1198491_L3_herm-male_LIN-61_Input_rep2"
"SRR1198492",50,223272200,"SAMN02338567","SRX494960","GSM1217379","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217379","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-61","HM4077","rep1","ChIP","SRR1198490",FALSE,NA,FALSE,"SRR1198492_L3_herm-male_LIN-61_ChIP_rep1"
"SRR1198493",36,1327571316,"SAMN02338725","SRX494961","GSM1217380","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217380","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","LIN-61","HM4077","rep2","ChIP","SRR1198491",FALSE,NA,FALSE,"SRR1198493_L3_herm-male_LIN-61_ChIP_rep2"
"SRR1198494",50,656489400,"SAMN02338730","SRX494962","GSM1217381","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217381","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ2940","rep1","Input",NA,FALSE,"SRR1198496",FALSE,"SRR1198494_L3_herm-male_NURF-1_Input_rep1"
"SRR1198495",50,1125207050,"SAMN02338706","SRX494963","GSM1217382","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217382","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ2940","rep2","Input",NA,FALSE,"SRR1198497",FALSE,"SRR1198495_L3_herm-male_NURF-1_Input_rep2"
"SRR1198496",50,303269350,"SAMN02338724","SRX494964","GSM1217383","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217383","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ2940","rep1","ChIP","SRR1198494",FALSE,NA,FALSE,"SRR1198496_L3_herm-male_NURF-1_ChIP_rep1"
"SRR1198497",50,712574900,"SAMN02338729","SRX494965","GSM1217384","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217384","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ2940","rep2","ChIP","SRR1198495",FALSE,NA,FALSE,"SRR1198497_L3_herm-male_NURF-1_ChIP_rep2"
"SRR1198498",50,952027950,"SAMN02338704","SRX494966","GSM1217385","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217385","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3525","rep1","Input",NA,FALSE,"SRR1198500",FALSE,"SRR1198498_L3_herm-male_NURF-1_Input_rep1"
"SRR1198499",50,715779150,"SAMN02338721","SRX494967","GSM1217386","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217386","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3525","rep2","Input",NA,FALSE,"SRR1198501",FALSE,"SRR1198499_L3_herm-male_NURF-1_Input_rep2"
"SRR1198500",50,921623400,"SAMN02338727","SRX494968","GSM1217387","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217387","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3525","rep1","ChIP","SRR1198498",FALSE,NA,FALSE,"SRR1198500_L3_herm-male_NURF-1_ChIP_rep1"
"SRR1198501",50,422596850,"SAMN02338705","SRX494969","GSM1217388","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217388","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3525","rep2","ChIP","SRR1198499",FALSE,NA,FALSE,"SRR1198501_L3_herm-male_NURF-1_ChIP_rep2"
"SRR1198502",50,952027950,"SAMN02338719","SRX494970","GSM1217389","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217389","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3528","rep1","Input",NA,FALSE,"SRR1198504",FALSE,"SRR1198502_L3_herm-male_NURF-1_Input_rep1"
"SRR1198503",50,715779150,"SAMN02338726","SRX494971","GSM1217390","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217390","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3528","rep2","Input",NA,FALSE,"SRR1198505",FALSE,"SRR1198503_L3_herm-male_NURF-1_Input_rep2"
"SRR1198504",50,1342586450,"SAMN02338698","SRX494972","GSM1217391","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217391","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3528","rep1","ChIP","SRR1198502",FALSE,NA,FALSE,"SRR1198504_L3_herm-male_NURF-1_ChIP_rep1"
"SRR1198505",50,738129850,"SAMN02338720","SRX494973","GSM1217392","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217392","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","NURF-1","SDQ3528","rep2","ChIP","SRR1198503",FALSE,NA,FALSE,"SRR1198505_L3_herm-male_NURF-1_ChIP_rep2"
"SRR1198506",75,3005634225,"SAMN02338722","SRX494974","GSM1217393","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217393","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K8ac","ab15823","rep1","Input",NA,FALSE,"SRR1198508",FALSE,"SRR1198506_L3_herm-male_H4K8ac_Input_rep1"
"SRR1198507",36,1196342964,"SAMN02338696","SRX494975","GSM1217394","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217394","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K8ac","ab15823","rep2","Input",NA,FALSE,"SRR1198509",FALSE,"SRR1198507_L3_herm-male_H4K8ac_Input_rep2"
"SRR1198508",50,1652725200,"SAMN02338717","SRX494976","GSM1217395","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217395","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K8ac","ab15823","rep1","ChIP","SRR1198506",FALSE,NA,FALSE,"SRR1198508_L3_herm-male_H4K8ac_ChIP_rep1"
"SRR1198509",50,1464252350,"SAMN02338716","SRX494977","GSM1217396","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217396","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","H4K8ac","ab15823","rep2","ChIP","SRR1198507",FALSE,NA,FALSE,"SRR1198509_L3_herm-male_H4K8ac_ChIP_rep2"
"SRR1198518",42,574606998,"SAMN02338701","SRX494986","GSM1217405","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217405","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","ZFP-1","JL00006","rep1","Input",NA,FALSE,"SRR1198520",FALSE,"SRR1198518_L3_herm-male_ZFP-1_Input_rep1"
"SRR1198519",42,644762160,"SAMN02338688","SRX494987","GSM1217406","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217406","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","ZFP-1","JL00006","rep2","Input",NA,FALSE,"SRR1198521",FALSE,"SRR1198519_L3_herm-male_ZFP-1_Input_rep2"
"SRR1198520",42,198100140,"SAMN02338710","SRX494988","GSM1217407","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217407","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","ZFP-1","JL00006","rep1","ChIP","SRR1198518",FALSE,NA,FALSE,"SRR1198520_L3_herm-male_ZFP-1_ChIP_rep1"
"SRR1198521",42,571782540,"SAMN02338700","SRX494989","GSM1217408","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217408","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","ZFP-1","JL00006","rep2","ChIP","SRR1198519",FALSE,NA,FALSE,"SRR1198521_L3_herm-male_ZFP-1_ChIP_rep2"
"SRR1198629",42,644762160,"SAMN02338525","SRX495097","GSM1217517","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217517","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","RPC-1","SDQ4663","rep1","Input",NA,FALSE,"SRR1198631",FALSE,"SRR1198629_L3_herm-male_RPC-1_Input_rep1"
"SRR1198630",42,574606998,"SAMN02338529","SRX495098","GSM1217518","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217518","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","RPC-1","SDQ4663","rep2","Input",NA,FALSE,"SRR1198632",FALSE,"SRR1198630_L3_herm-male_RPC-1_Input_rep2"
"SRR1198631",42,751396380,"SAMN02338527","SRX495099","GSM1217519","Illumina Genome Analyzer","SINGLE","2015-07-22T00:00:00Z","GSM1217519","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","RPC-1","SDQ4663","rep1","ChIP","SRR1198629",FALSE,NA,FALSE,"SRR1198631_L3_herm-male_RPC-1_ChIP_rep1"
"SRR1198632",42,380724582,"SAMN02338531","SRX495100","GSM1217520","Illumina Genome Analyzer","SINGLE","2014-05-21T00:00:00Z","GSM1217520","SRP007859","PRJNA63455","herm-male","L3","N2","wild-type","RPC-1","SDQ4663","rep2","ChIP","SRR1198630",FALSE,NA,FALSE,"SRR1198632_L3_herm-male_RPC-1_ChIP_rep2"
"SRR1230855",50,252320350,"SAMN02724793","SRX514567","GSM1366017","Illumina HiSeq 2000","SINGLE","2014-04-14T00:00:00Z","GSM1366017","SRP041058","","herm-male","L3","N2","wild-type","H4K16ac","anti-H4K16ac","rep1","ChIP","SRR1230857;SRR1230858",TRUE,NA,FALSE,"SRR1230855_L3_herm-male_H4K16ac_ChIP_rep1"
"SRR1230856",50,254835100,"SAMN02724794","SRX514568","GSM1366018","Illumina HiSeq 2000","SINGLE","2014-04-14T00:00:00Z","GSM1366018","SRP041058","","herm-male","L3","N2","wild-type","H4K16ac","anti-H4K16ac","rep1","ChIP","SRR1230857;SRR1230858",TRUE,NA,FALSE,"SRR1230856_L3_herm-male_H4K16ac_ChIP_rep1"
"SRR1230857",50,1142949100,"SAMN02724796","SRX514569","GSM1366019","Illumina HiSeq 2000","SINGLE","2014-04-14T00:00:00Z","GSM1366019","SRP041058","","herm-male","L3","N2","wild-type","Input",NA,"rep1","Input",NA,FALSE,"SRR1230855;SRR1230856",TRUE,"SRR1230857_L3_herm-male_Input_Input_rep1"
"SRR1230858",50,249767550,"SAMN02724795","SRX514570","GSM1366020","Illumina HiSeq 2000","SINGLE","2014-04-14T00:00:00Z","GSM1366020","SRP041058","","herm-male","L3","N2","wild-type","Input",NA,"rep1","Input",NA,FALSE,"SRR1230855;SRR1230856",TRUE,"SRR1230858_L3_herm-male_Input_Input_rep1"
